,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,PDB_IDs
10,1.3322676295501878e-15,-2.220446049250313e-14,-2.842170943040401e-14,-1.0231815394945443e-12,-9.777068044058979e-12,1.7763568394002505e-15,-5.684341886080802e-14,2.842170943040401e-14,1.8189894035458565e-12,4.263256414560601e-14,3.410605131648481e-13,-2.7966962079517543e-11,2.3874235921539366e-12,-4.547473508864641e-13,-6.116351869422942e-11,1.5987211554602254e-14,2.7711166694643907e-13,-3.410605131648481e-12,3.0468072509393096e-11,0.0,0.0,-4.547473508864641e-13,5.684341886080802e-14,4.547473508864641e-12,-8.640199666842818e-12,-4.689582056016661e-13,1.1368683772161603e-13,-9.094947017729282e-13,1.5916157281026244e-12,-1.1368683772161603e-11,2.7284841053187847e-12,-1.5916157281026244e-12,7.003109203651547e-11,1.8189894035458565e-12,1.4006218407303095e-10,1tnl
11,-8.881784197001252e-16,1.3322676295501878e-15,-9.237055564881302e-14,-5.115907697472721e-13,1.4097167877480388e-11,-4.3298697960381105e-15,-8.43769498715119e-15,5.719869022868806e-13,1.1823431123048067e-11,1.0400014183176154e-13,1.3322676295501878e-13,8.064660050877137e-12,-2.90789614609821e-12,-4.5998760356269486e-12,9.044143212122435e-11,-8.881784197001252e-16,5.3290705182007514e-14,5.684341886080802e-14,2.2737367544323206e-12,1.894040480010517e-13,4.636291350834654e-13,-7.705125426582526e-11,3.086420008457935e-13,2.020428269133845e-11,-6.039613253960852e-13,-3.552713678800501e-14,5.258016244624741e-13,3.115019353572279e-11,-1.0871303857129533e-12,-1.9824142327706795e-12,1.3926637620897964e-12,-2.7000623958883807e-13,5.229594535194337e-12,-1.3272938303998671e-11,4.774847184307873e-12,1f2p
12,-3.4416913763379853e-15,-8.881784197001252e-16,5.684341886080802e-14,1.1368683772161603e-13,-4.524736141320318e-11,3.3306690738754696e-16,3.8968828164342995e-14,-1.3500311979441904e-13,-1.1084466677857563e-12,3.490541189421492e-13,6.84230450076484e-13,2.071232074740692e-11,-2.1582735598713043e-13,-1.616484723854228e-12,-3.295852479823225e-11,-4.440892098500626e-16,1.7763568394002505e-14,-2.5579538487363607e-13,2.2737367544323206e-12,1.1191048088221578e-13,1.4077627952246985e-12,4.914113560516853e-11,4.689582056016661e-13,-4.233502437500647e-11,-2.098943241435336e-11,-1.7763568394002505e-15,-3.979039320256561e-13,-8.412825991399586e-12,-6.465938895416912e-13,9.947598300641403e-14,9.954703727999004e-12,1.9610979506978765e-12,2.0122570276726037e-11,-2.1941559680271894e-11,1.7280399333685637e-11,1f2o
13,0.0,1.7763568394002505e-15,-9.237055564881302e-14,1.1368683772161603e-13,-6.59383658785373e-12,8.881784197001252e-16,1.4210854715202004e-14,2.2737367544323206e-13,4.320099833421409e-12,1.2079226507921703e-13,2.2737367544323206e-13,-2.3646862246096134e-11,9.663381206337363e-13,0.0,1.8189894035458565e-12,-5.329070518200751e-15,-6.394884621840902e-14,1.1368683772161603e-12,1.1823431123048067e-11,7.105427357601002e-15,3.410605131648481e-13,9.094947017729282e-13,-5.684341886080802e-14,8.640199666842818e-12,4.092726157978177e-12,4.973799150320701e-13,1.3642420526593924e-12,-1.8189894035458565e-12,3.410605131648481e-13,-4.547473508864641e-13,7.275957614183426e-12,1.1368683772161603e-13,4.547473508864641e-12,-1.8189894035458565e-11,3.637978807091713e-11,1tnj
14,4.996003610813204e-16,3.108624468950438e-14,1.9042545318370685e-12,1.4097167877480388e-11,-9.058567229658365e-10,-2.55351295663786e-15,-3.4994229736184934e-13,4.348521542851813e-12,2.637534635141492e-11,3.623767952376511e-13,-5.7198690228688065e-12,2.9558577807620168e-12,-1.7883472480662022e-12,-2.2505730612465413e-10,5.016573823013459e-10,-4.440892098500626e-15,-4.263256414560601e-14,7.958078640513122e-13,-1.4551915228366852e-11,5.666578317686799e-13,3.652189661806915e-12,-8.384404281969182e-12,-1.9895196601282805e-12,2.8990143619012088e-12,-6.718536837979627e-11,2.6290081223123707e-13,5.314859663485549e-12,7.23048287909478e-11,-5.613287612504791e-13,-6.144773578853346e-11,1.0233236480416963e-10,2.8350655156827997e-12,-6.821210263296962e-12,-1.6581225281697698e-10,-3.529976311256178e-11,1jfh
15,1.1102230246251565e-16,-1.7763568394002505e-15,-7.105427357601002e-14,-2.2737367544323206e-13,1.0459189070388675e-11,6.6058269965196814e-15,-5.6288307348495437e-14,-1.4566126083082054e-13,3.467448550509289e-12,4.04121180963557e-14,1.4699352846037073e-13,-1.3628209671878722e-11,-2.9900526499204716e-12,-5.7056581681536045e-12,-7.336353746723034e-13,-4.440892098500626e-16,0.0,-2.842170943040401e-14,4.092726157978177e-12,1.425526363618701e-13,-9.50350909079134e-13,1.978150976356119e-11,-5.395683899678261e-13,-1.8464341167145903e-11,-4.830935651511936e-11,8.881784197001252e-15,2.8421709430404007e-13,-7.503331289626658e-12,-8.988365607365267e-13,1.3500311979441904e-13,-5.172751116333529e-12,-4.447997525858227e-12,1.48929757415317e-11,2.319211489520967e-11,3.637978807091713e-12,1qq9
16,-7.105427357601002e-15,1.1368683772161603e-13,0.0,-1.7462298274040222e-10,1.862645149230957e-09,0.0,3.637978807091713e-12,1.7462298274040222e-10,-3.725290298461914e-09,1.8189894035458565e-12,-5.820766091346741e-11,0.0,-8.731149137020111e-11,1.862645149230957e-09,-1.862645149230957e-08,-2.842170943040401e-14,0.0,-5.820766091346741e-11,-3.725290298461914e-09,-9.094947017729282e-13,1.1641532182693481e-10,-5.587935447692871e-09,2.9103830456733704e-11,-7.450580596923828e-09,-3.725290298461914e-09,1.2732925824820995e-11,0.0,-9.313225746154785e-09,0.0,1.4901161193847656e-08,3.725290298461914e-09,-2.0372681319713593e-10,1.862645149230957e-09,-5.587935447692871e-09,1.4901161193847656e-08,1njj
17,-2.1094237467877974e-15,3.108624468950438e-14,-9.308109838457312e-13,1.1795009413617663e-11,2.97859514830634e-11,5.3290705182007514e-14,8.526512829121202e-14,1.8474111129762605e-12,3.6493474908638746e-11,-7.958078640513122e-13,-1.0231815394945443e-11,5.4569682106375694e-11,-1.8189894035458565e-11,-3.3287506084889174e-10,-1.3096723705530167e-10,3.108624468950438e-14,-5.435651928564766e-13,4.348521542851813e-12,-5.455831342260353e-10,1.0658141036401503e-12,-2.2737367544323206e-12,-7.503331289626658e-12,6.821210263296962e-13,4.547473508864641e-12,-2.1827872842550278e-11,-6.110667527536862e-13,-1.1937117960769683e-12,1.5916157281026244e-12,7.503331289626658e-12,7.73070496506989e-12,-4.3655745685100555e-11,-1.2164491636212915e-11,9.094947017729282e-11,4.729372449219227e-11,-1.646185410209e-10,1uxb
18,3.7192471324942744e-15,6.661338147750939e-15,-2.7711166694643907e-13,-5.684341886080802e-14,5.993570084683597e-10,1.7763568394002505e-15,8.526512829121202e-14,-6.821210263296962e-13,-5.4569682106375694e-12,4.973799150320701e-13,-5.684341886080801e-13,-6.821210263296962e-11,-1.1368683772161603e-13,1.546140993013978e-11,-9.094947017729282e-13,-7.549516567451064e-15,0.0,-7.048583938740194e-12,0.0,-1.7053025658242404e-13,-8.526512829121202e-13,-1.4551915228366852e-11,-3.353761712787673e-12,-9.094947017729282e-12,3.9108272176235914e-11,5.400124791776761e-13,3.979039320256561e-13,-1.9099388737231493e-10,3.296918293926865e-12,-9.094947017729282e-13,-1.5916157281026244e-10,-3.751665644813329e-12,-9.549694368615746e-11,-2.1100277081131935e-10,-5.593392415903509e-10,1x8d
19,1.8346435481930712e-14,-4.440892098500626e-15,7.503331289626658e-12,4.3291947804391384e-10,2.6193447411060333e-09,5.284661597215745e-14,-3.481659405224491e-13,-5.002220859751105e-12,2.128217602148652e-09,-6.190603585309873e-13,-2.034994395216927e-11,1.4606484910473228e-09,-1.574562702444382e-11,1.9554136088117957e-11,-2.2509993868879974e-11,2.7533531010703882e-14,8.100187187665142e-13,5.32054400537163e-11,-2.1827872842550278e-09,8.881784197001252e-14,-1.5006662579253316e-11,3.637978807091713e-11,9.947598300641403e-14,7.617018127348274e-10,1.3073986337985843e-11,-8.810729923425242e-13,4.843059286940843e-11,-8.512870408594608e-10,4.774847184307873e-12,-2.3646862246096134e-11,-1.6370904631912708e-11,2.6773250283440575e-11,2.02817318495363e-09,-8.640199666842818e-12,-6.375557859428227e-10,1icj
20,1.1379786002407855e-15,-3.552713678800501e-15,1.7763568394002505e-14,-1.0317080523236655e-11,3.2741809263825417e-11,1.687538997430238e-14,-1.0658141036401503e-13,8.526512829121202e-13,-4.638422979041934e-11,1.5631940186722204e-13,-1.8189894035458565e-12,1.6189005691558123e-10,-4.547473508864641e-13,6.148184183984995e-10,-4.147295840084553e-10,1.3433698597964394e-14,-8.79296635503124e-14,7.105427357601002e-15,6.491518433904275e-11,-4.973799150320701e-14,-3.396394276933279e-12,6.366462912410498e-12,-1.5717205315013416e-11,-7.275957614183426e-12,1.191438059322536e-10,-1.361133428190442e-13,-8.01136934569513e-13,4.547473508864641e-13,-1.4281908988778014e-12,2.7853275241795927e-12,6.821210263296962e-12,4.479971948967432e-12,-2.1671553440683056e-12,-4.6767922867729794e-11,-1.2169820706731116e-11,2aac
21,3.1086244689504383e-15,0.0,-7.958078640513122e-13,-4.547473508864641e-13,3.2014213502407074e-10,-1.0658141036401503e-14,0.0,1.8189894035458565e-12,-1.673470251262188e-10,-4.263256414560601e-13,5.4569682106375694e-12,2.000888343900442e-11,-2.6147972675971687e-12,1.4551915228366852e-11,-2.964952727779746e-10,-2.1316282072803006e-14,1.7053025658242404e-13,-3.637978807091713e-12,-9.458744898438454e-11,0.0,8.185452315956354e-12,2.9103830456733704e-11,1.3642420526593924e-12,-5.4569682106375694e-11,6.912159733474255e-11,-9.094947017729282e-13,5.4569682106375694e-12,5.820766091346741e-11,2.7284841053187847e-12,1.2369127944111824e-10,6.475602276623249e-10,0.0,2.9103830456733704e-11,0.0,-8.731149137020111e-11,1ew8
22,6.772360450213455e-15,-8.881784197001252e-16,-7.700506898800086e-13,-8.562039965909207e-12,9.212044460582547e-10,2.1316282072803006e-14,7.815970093361102e-13,-7.815970093361102e-12,-2.482920535840094e-10,-7.389644451905042e-13,-1.6143530956469476e-11,-1.1823431123048067e-10,-4.547473508864641e-13,-1.7826096154749393e-10,-5.529727786779404e-10,0.0,9.237055564881302e-14,1.0018652574217413e-11,-3.1394620236824267e-10,5.968558980384842e-13,7.958078640513122e-13,-5.934452929068357e-11,1.3642420526593924e-12,-9.094947017729282e-12,3.2741809263825417e-11,-5.400124791776761e-13,5.115907697472721e-13,3.603872755775228e-11,5.4569682106375694e-12,6.366462912410498e-12,-3.710738383233547e-10,-2.2737367544323206e-13,-1.6143530956469476e-10,1.127773430198431e-10,1.2369127944111824e-10,1uxa
23,1.7763568394002505e-15,-7.105427357601002e-15,-3.410605131648481e-13,-2.2737367544323206e-12,-5.857145879417658e-10,-1.7763568394002505e-15,-9.947598300641403e-14,-2.7284841053187847e-12,1.2732925824820995e-11,-8.668621376273222e-13,-5.5706550483591855e-12,-8.731149137020111e-11,8.640199666842818e-12,-1.546140993013978e-11,-1.4142642612569034e-10,-1.8207657603852567e-14,-9.272582701669307e-13,3.666400516522117e-12,1.0186340659856796e-10,-1.0658141036401503e-14,-5.826450433232822e-13,-2.510205376893282e-10,-1.6475709685437323e-13,-5.869082997378428e-11,-3.8255620893323794e-11,2.5579538487363607e-13,8.739675649849232e-13,5.138076630828436e-10,-9.947598300641403e-14,3.183231456205249e-12,-3.268496584496461e-11,2.5352164811920375e-11,8.674305718159303e-11,1.5373302630905528e-10,7.983658179000486e-11,1m0o
24,-1.8041124150158794e-14,3.1086244689504383e-15,-5.3290705182007514e-14,6.252776074688882e-13,7.644302968401462e-10,-4.8405723873656825e-14,1.5631940186722204e-13,1.8474111129762605e-12,8.276401786133647e-11,2.6965096822095802e-12,3.694822225952521e-13,4.4792614062316716e-11,-1.396927018504357e-11,3.637978807091713e-12,6.90761225996539e-10,-6.439293542825908e-15,-4.618527782440651e-14,-1.7337242752546445e-12,1.2505552149377763e-11,-1.3500311979441904e-13,-4.320099833421409e-12,-3.410605131648481e-13,2.5579538487363607e-13,1.944044925039634e-11,7.503331289626658e-12,5.595524044110789e-14,5.044853423896711e-13,-4.3996806198265404e-11,-1.0409451078885468e-12,2.950173438875936e-11,-1.4003376236360054e-10,-4.8476778147232835e-12,2.2168933355715126e-11,4.732214620162267e-12,7.409681757053477e-10,1qi0
25,-5.773159728050814e-15,7.993605777301127e-15,6.394884621840902e-14,-1.1624479157035239e-11,-1.0870735422940925e-09,9.947598300641403e-14,4.263256414560601e-14,-2.5067947717616335e-11,-4.4656189857050776e-10,-4.405364961712621e-13,9.43600753089413e-12,-1.7007550923153758e-10,-3.2741809263825417e-11,1.2369127944111824e-10,-2.9103830456733704e-11,3.552713678800501e-15,1.0302869668521453e-12,1.3073986337985843e-12,6.01630745222792e-10,5.115907697472721e-13,5.7980287238024175e-12,7.275957614183426e-12,8.981260180007666e-12,1.9372237147763371e-10,-3.1104718800634146e-10,5.826450433232822e-13,2.3874235921539366e-12,-6.39829522697255e-10,-1.0913936421275139e-11,1.9099388737231493e-11,2.191882231272757e-10,3.637978807091713e-12,1.014086592476815e-10,-4.2746250983327627e-10,7.09405867382884e-11,1oba
26,2.220446049250313e-16,1.0658141036401503e-14,-3.979039320256561e-13,3.183231456205249e-12,1.0913936421275139e-11,-6.8833827526759706e-15,2.4868995751603507e-14,-1.9610979506978765e-12,1.1368683772161603e-11,-3.552713678800501e-14,-5.3290705182007514e-14,-3.410605131648481e-13,-1.8181012251261564e-12,-1.901412360894028e-11,-9.57101065068855e-12,-4.440892098500626e-15,7.105427357601002e-15,3.524291969370097e-12,-3.637978807091713e-12,-2.220446049250313e-14,2.5579538487363607e-13,-1.6825651982799172e-11,6.217248937900877e-14,-1.4210854715202004e-12,-4.789058039023075e-12,-1.4210854715202004e-13,6.821210263296962e-13,-5.1386450650170445e-11,-2.7000623958883807e-12,9.777068044058979e-12,-2.5579538487363607e-13,-8.526512829121202e-14,7.958078640513122e-12,-6.480149750132114e-12,7.457856554538012e-11,1utl
27,-5.329070518200751e-15,7.549516567451064e-15,2.113864638886298e-13,-1.6910917111090384e-12,1.3422152278508293e-10,-2.881028748902281e-14,3.552713678800501e-15,-1.545430450278218e-13,-3.161915174132446e-13,4.884981308350689e-15,-3.5060843117662444e-13,2.504219054344503e-11,3.4638958368304884e-14,-5.679900993982301e-12,9.625011898606317e-11,-8.881784197001252e-15,0.0,-4.831690603168681e-13,-4.774847184307873e-12,-1.9539925233402755e-14,-1.5631940186722204e-13,-2.7000623958883807e-13,-3.552713678800501e-13,3.602451670303708e-12,-2.7853275241795927e-12,0.0,3.751665644813329e-12,-1.1141310096718371e-10,-1.1866063687193673e-12,1.7053025658242404e-12,6.156142262625508e-11,-4.547473508864641e-13,1.8189894035458565e-12,-3.7630343285854906e-11,1.0186340659856796e-10,1gyx
28,-3.3306690738754696e-16,-4.440892098500626e-15,1.4033219031261979e-13,2.390976305832737e-12,-4.604316927725449e-12,-1.0658141036401503e-14,-1.4210854715202004e-14,-7.105427357601002e-15,-2.7628743737295736e-10,-3.055333763768431e-13,7.563727422166266e-12,4.226308192301076e-11,-4.902744876744691e-12,1.2997247722523753e-10,1.4023271432961337e-10,-1.2101430968414206e-14,-4.5630166312093934e-14,-9.583445148564351e-13,-1.7843149180407636e-10,2.4780177909633494e-13,2.8431701437625634e-12,-2.0766677266692568e-10,-7.638334409421077e-14,-2.4907187423650612e-11,3.646789537015138e-10,-1.3988810110276972e-14,7.37632177560954e-12,3.176126028847648e-12,-8.881784197001252e-15,3.810356474787113e-10,-1.5193535318758222e-10,1.375433100747614e-11,1.34718902700115e-11,-3.859668140648864e-11,1.1414300615797401e-09,1ai4
29,2.7755575615628914e-17,-2.220446049250313e-15,1.2869705301454815e-12,-1.3855583347321954e-13,5.669562597176991e-10,3.4861002973229915e-14,-7.105427357601002e-14,1.8403056856186595e-12,1.3244516594568267e-11,-1.0764722446765518e-12,0.0,-8.128608897095546e-11,1.4694023775518872e-10,6.821210263296962e-13,-1.4551915228366852e-10,-1.5987211554602254e-14,3.161915174132446e-13,-3.694822225952521e-13,-8.185452315956354e-11,2.5579538487363607e-13,-5.684341886080802e-14,-1.7053025658242404e-11,2.3874235921539366e-12,-7.457856554538012e-11,-6.366462912410498e-11,1.0231815394945443e-12,2.9558577807620168e-12,-2.937667886726558e-10,1.1550582712516189e-10,4.729372449219227e-11,-5.820766091346741e-10,3.637978807091713e-12,1.7826096154749393e-10,-4.511093720793724e-10,9.313225746154785e-10,1gwv
30,4.0245584642661925e-16,-2.425837308805967e-14,2.2959412149248237e-13,8.263612016889965e-12,-2.717115421546623e-11,3.7192471324942744e-15,1.9539925233402755e-14,6.039613253960852e-14,3.069544618483633e-12,-8.881784197001252e-15,-6.430411758628907e-13,1.9412027540965937e-11,-5.684341886080802e-14,1.8189894035458565e-12,-2.7284841053187847e-11,-3.885780586188048e-15,-1.9539925233402755e-14,6.963318810448982e-13,9.094947017729282e-13,2.842170943040401e-14,1.0800249583553523e-12,5.229594535194337e-12,-3.140598892059643e-12,-5.002220859751105e-12,-1.546140993013978e-11,-2.5224267119483557e-13,-1.5347723092418164e-12,-1.2664713722188026e-10,1.5631940186722204e-13,-5.5706550483591855e-12,9.094947017729282e-12,6.252776074688882e-13,-1.3642420526593924e-11,-1.0913936421275139e-11,-2.0099832909181714e-10,2c4v
31,5.551115123125783e-16,-9.658940314238862e-15,1.6964207816272392e-13,-3.197442310920451e-13,-1.5427303878823295e-10,3.1086244689504383e-15,-2.498001805406602e-13,-3.964828465541359e-12,1.7811885300034191e-10,-4.0323300254385686e-13,8.283151942123368e-12,-9.038103598868474e-12,-1.4779288903810084e-12,-1.1200995686522219e-10,-5.5706550483591855e-11,1.0075273948473296e-14,-3.432809592140984e-13,1.6058265828178264e-12,-2.2797053134127054e-10,-1.0695888619238758e-12,1.9753088054130785e-12,3.89945853385143e-11,-1.8737011941993842e-11,6.471623237302992e-11,-1.4151169125398155e-10,-8.402167850363185e-13,1.944400196407514e-11,-5.1016968427575193e-11,-1.7763568394002505e-14,-1.4162537809170317e-10,-1.9889512259396724e-10,-4.212452608953754e-11,3.5370817386137787e-10,-6.15841599937994e-10,-6.473896974057425e-10,1ajn
32,1.021405182655144e-14,3.552713678800501e-15,1.1368683772161603e-13,1.8189894035458565e-12,-4.94765117764473e-10,1.0658141036401503e-14,2.2737367544323206e-13,-9.094947017729282e-13,-2.1827872842550278e-10,-3.694822225952521e-13,0.0,-2.6921043172478676e-10,-4.547473508864641e-13,2.546585164964199e-11,-1.8189894035458565e-11,0.0,-2.2737367544323206e-13,1.2278178473934531e-11,1.1641532182693481e-10,-3.126388037344441e-13,0.0,-5.093170329928398e-11,-1.8189894035458565e-12,-1.4551915228366852e-11,7.09405867382884e-11,1.2789769243681803e-12,2.2737367544323206e-13,-1.3096723705530167e-10,4.433786671143025e-12,-2.546585164964199e-11,4.092726157978177e-11,4.092726157978177e-12,-2.3646862246096134e-11,3.637978807091713e-11,7.848939276300371e-10,1o8b
