,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,PDB_IDs
15,1.1102230246251565e-16,-1.7763568394002505e-15,-7.105427357601002e-14,-2.2737367544323206e-13,6.6058269965196814e-15,-5.6288307348495437e-14,-1.4566126083082054e-13,4.04121180963557e-14,1.4699352846037073e-13,-2.9900526499204716e-12,-4.440892098500626e-16,0.0,-2.842170943040401e-14,1.425526363618701e-13,-9.50350909079134e-13,-5.395683899678261e-13,8.881784197001252e-15,2.8421709430404007e-13,-8.988365607365267e-13,-4.447997525858227e-12,1qq9
16,-7.105427357601002e-15,1.1368683772161603e-13,0.0,-1.7462298274040222e-10,0.0,3.637978807091713e-12,1.7462298274040222e-10,1.8189894035458565e-12,-5.820766091346741e-11,-8.731149137020111e-11,-2.842170943040401e-14,0.0,-5.820766091346741e-11,-9.094947017729282e-13,1.1641532182693481e-10,2.9103830456733704e-11,1.2732925824820995e-11,0.0,0.0,-2.0372681319713593e-10,1njj
17,-2.1094237467877974e-15,3.108624468950438e-14,-9.308109838457312e-13,1.1795009413617663e-11,5.3290705182007514e-14,8.526512829121202e-14,1.8474111129762605e-12,-7.958078640513122e-13,-1.0231815394945443e-11,-1.8189894035458565e-11,3.108624468950438e-14,-5.435651928564766e-13,4.348521542851813e-12,1.0658141036401503e-12,-2.2737367544323206e-12,6.821210263296962e-13,-6.110667527536862e-13,-1.1937117960769683e-12,7.503331289626658e-12,-1.2164491636212915e-11,1uxb
18,3.7192471324942744e-15,6.661338147750939e-15,-2.7711166694643907e-13,-5.684341886080802e-14,1.7763568394002505e-15,8.526512829121202e-14,-6.821210263296962e-13,4.973799150320701e-13,-5.684341886080801e-13,-1.1368683772161603e-13,-7.549516567451064e-15,0.0,-7.048583938740194e-12,-1.7053025658242404e-13,-8.526512829121202e-13,-3.353761712787673e-12,5.400124791776761e-13,3.979039320256561e-13,3.296918293926865e-12,-3.751665644813329e-12,1x8d
19,1.8346435481930712e-14,-4.440892098500626e-15,7.503331289626658e-12,4.3291947804391384e-10,5.284661597215745e-14,-3.481659405224491e-13,-5.002220859751105e-12,-6.190603585309873e-13,-2.034994395216927e-11,-1.574562702444382e-11,2.7533531010703882e-14,8.100187187665142e-13,5.32054400537163e-11,8.881784197001252e-14,-1.5006662579253316e-11,9.947598300641403e-14,-8.810729923425242e-13,4.843059286940843e-11,4.774847184307873e-12,2.6773250283440575e-11,1icj
20,1.1379786002407855e-15,-3.552713678800501e-15,1.7763568394002505e-14,-1.0317080523236655e-11,1.687538997430238e-14,-1.0658141036401503e-13,8.526512829121202e-13,1.5631940186722204e-13,-1.8189894035458565e-12,-4.547473508864641e-13,1.3433698597964394e-14,-8.79296635503124e-14,7.105427357601002e-15,-4.973799150320701e-14,-3.396394276933279e-12,-1.5717205315013416e-11,-1.361133428190442e-13,-8.01136934569513e-13,-1.4281908988778014e-12,4.479971948967432e-12,2aac
21,3.1086244689504383e-15,0.0,-7.958078640513122e-13,-4.547473508864641e-13,-1.0658141036401503e-14,0.0,1.8189894035458565e-12,-4.263256414560601e-13,5.4569682106375694e-12,-2.6147972675971687e-12,-2.1316282072803006e-14,1.7053025658242404e-13,-3.637978807091713e-12,0.0,8.185452315956354e-12,1.3642420526593924e-12,-9.094947017729282e-13,5.4569682106375694e-12,2.7284841053187847e-12,0.0,1ew8
22,6.772360450213455e-15,-8.881784197001252e-16,-7.700506898800086e-13,-8.562039965909207e-12,2.1316282072803006e-14,7.815970093361102e-13,-7.815970093361102e-12,-7.389644451905042e-13,-1.6143530956469476e-11,-4.547473508864641e-13,0.0,9.237055564881302e-14,1.0018652574217413e-11,5.968558980384842e-13,7.958078640513122e-13,1.3642420526593924e-12,-5.400124791776761e-13,5.115907697472721e-13,5.4569682106375694e-12,-2.2737367544323206e-13,1uxa
23,1.7763568394002505e-15,-7.105427357601002e-15,-3.410605131648481e-13,-2.2737367544323206e-12,-1.7763568394002505e-15,-9.947598300641403e-14,-2.7284841053187847e-12,-8.668621376273222e-13,-5.5706550483591855e-12,8.640199666842818e-12,-1.8207657603852567e-14,-9.272582701669307e-13,3.666400516522117e-12,-1.0658141036401503e-14,-5.826450433232822e-13,-1.6475709685437323e-13,2.5579538487363607e-13,8.739675649849232e-13,-9.947598300641403e-14,2.5352164811920375e-11,1m0o
24,-1.8041124150158794e-14,3.1086244689504383e-15,-5.3290705182007514e-14,6.252776074688882e-13,-4.8405723873656825e-14,1.5631940186722204e-13,1.8474111129762605e-12,2.6965096822095802e-12,3.694822225952521e-13,-1.396927018504357e-11,-6.439293542825908e-15,-4.618527782440651e-14,-1.7337242752546445e-12,-1.3500311979441904e-13,-4.320099833421409e-12,2.5579538487363607e-13,5.595524044110789e-14,5.044853423896711e-13,-1.0409451078885468e-12,-4.8476778147232835e-12,1qi0
25,-5.773159728050814e-15,7.993605777301127e-15,6.394884621840902e-14,-1.1624479157035239e-11,9.947598300641403e-14,4.263256414560601e-14,-2.5067947717616335e-11,-4.405364961712621e-13,9.43600753089413e-12,-3.2741809263825417e-11,3.552713678800501e-15,1.0302869668521453e-12,1.3073986337985843e-12,5.115907697472721e-13,5.7980287238024175e-12,8.981260180007666e-12,5.826450433232822e-13,2.3874235921539366e-12,-1.0913936421275139e-11,3.637978807091713e-12,1oba
26,2.220446049250313e-16,1.0658141036401503e-14,-3.979039320256561e-13,3.183231456205249e-12,-6.8833827526759706e-15,2.4868995751603507e-14,-1.9610979506978765e-12,-3.552713678800501e-14,-5.3290705182007514e-14,-1.8181012251261564e-12,-4.440892098500626e-15,7.105427357601002e-15,3.524291969370097e-12,-2.220446049250313e-14,2.5579538487363607e-13,6.217248937900877e-14,-1.4210854715202004e-13,6.821210263296962e-13,-2.7000623958883807e-12,-8.526512829121202e-14,1utl
27,-5.329070518200751e-15,7.549516567451064e-15,2.113864638886298e-13,-1.6910917111090384e-12,-2.881028748902281e-14,3.552713678800501e-15,-1.545430450278218e-13,4.884981308350689e-15,-3.5060843117662444e-13,3.4638958368304884e-14,-8.881784197001252e-15,0.0,-4.831690603168681e-13,-1.9539925233402755e-14,-1.5631940186722204e-13,-3.552713678800501e-13,0.0,3.751665644813329e-12,-1.1866063687193673e-12,-4.547473508864641e-13,1gyx
28,-3.3306690738754696e-16,-4.440892098500626e-15,1.4033219031261979e-13,2.390976305832737e-12,-1.0658141036401503e-14,-1.4210854715202004e-14,-7.105427357601002e-15,-3.055333763768431e-13,7.563727422166266e-12,-4.902744876744691e-12,-1.2101430968414206e-14,-4.5630166312093934e-14,-9.583445148564351e-13,2.4780177909633494e-13,2.8431701437625634e-12,-7.638334409421077e-14,-1.3988810110276972e-14,7.37632177560954e-12,-8.881784197001252e-15,1.375433100747614e-11,1ai4
29,2.7755575615628914e-17,-2.220446049250313e-15,1.2869705301454815e-12,-1.3855583347321954e-13,3.4861002973229915e-14,-7.105427357601002e-14,1.8403056856186595e-12,-1.0764722446765518e-12,0.0,1.4694023775518872e-10,-1.5987211554602254e-14,3.161915174132446e-13,-3.694822225952521e-13,2.5579538487363607e-13,-5.684341886080802e-14,2.3874235921539366e-12,1.0231815394945443e-12,2.9558577807620168e-12,1.1550582712516189e-10,3.637978807091713e-12,1gwv
30,4.0245584642661925e-16,-2.425837308805967e-14,2.2959412149248237e-13,8.263612016889965e-12,3.7192471324942744e-15,1.9539925233402755e-14,6.039613253960852e-14,-8.881784197001252e-15,-6.430411758628907e-13,-5.684341886080802e-14,-3.885780586188048e-15,-1.9539925233402755e-14,6.963318810448982e-13,2.842170943040401e-14,1.0800249583553523e-12,-3.140598892059643e-12,-2.5224267119483557e-13,-1.5347723092418164e-12,1.5631940186722204e-13,6.252776074688882e-13,2c4v
31,5.551115123125783e-16,-9.658940314238862e-15,1.6964207816272392e-13,-3.197442310920451e-13,3.1086244689504383e-15,-2.498001805406602e-13,-3.964828465541359e-12,-4.0323300254385686e-13,8.283151942123368e-12,-1.4779288903810084e-12,1.0075273948473296e-14,-3.432809592140984e-13,1.6058265828178264e-12,-1.0695888619238758e-12,1.9753088054130785e-12,-1.8737011941993842e-11,-8.402167850363185e-13,1.944400196407514e-11,-1.7763568394002505e-14,-4.212452608953754e-11,1ajn
32,1.021405182655144e-14,3.552713678800501e-15,1.1368683772161603e-13,1.8189894035458565e-12,1.0658141036401503e-14,2.2737367544323206e-13,-9.094947017729282e-13,-3.694822225952521e-13,0.0,-4.547473508864641e-13,0.0,-2.2737367544323206e-13,1.2278178473934531e-11,-3.126388037344441e-13,0.0,-1.8189894035458565e-12,1.2789769243681803e-12,2.2737367544323206e-13,4.433786671143025e-12,4.092726157978177e-12,1o8b
33,1.2212453270876722e-15,3.2862601528904634e-14,-4.596323321948148e-13,3.135269821541442e-12,-3.552713678800501e-15,-1.6464607455191071e-13,-1.1358913809544902e-11,6.830092047493963e-13,1.3998247005986286e-12,-3.019806626980426e-14,-1.5987211554602254e-14,3.836930773104541e-13,4.121147867408581e-13,1.4210854715202004e-14,7.23332505003782e-12,-5.080380560684716e-12,-9.450218385609332e-13,-1.5006662579253316e-11,-5.7980287238024175e-12,-1.4665602066088468e-11,1pfu
34,9.547918011776346e-15,7.105427357601002e-15,-2.2737367544323206e-13,4.729372449219227e-11,1.0658141036401503e-14,6.252776074688882e-13,-5.4569682106375694e-12,-1.0800249583553523e-12,6.139089236967266e-12,2.2737367544323206e-12,-8.881784197001252e-16,-1.2789769243681803e-13,-7.275957614183426e-12,-2.4868995751603507e-14,-4.661160346586257e-12,5.5138116294983774e-12,1.1652900866465643e-12,1.4210854715202004e-12,4.973799150320701e-13,-1.4850343177386094e-12,1rql
35,-2.220446049250313e-16,-3.552713678800501e-15,1.8474111129762605e-13,4.547473508864641e-13,-4.440892098500626e-15,0.0,1.1368683772161603e-13,6.394884621840902e-14,-3.979039320256561e-13,-1.0516032489249483e-12,5.88418203051333e-15,-6.128431095930864e-14,2.5579538487363607e-13,2.842170943040401e-14,4.973799150320701e-14,-2.1600499167107046e-12,1.5298873279334657e-13,2.2239987629291136e-12,-6.439293542825908e-13,-2.717825964282383e-13,2bza
36,0.0,3.019806626980426e-14,-5.684341886080802e-14,1.3528733688872308e-11,-5.329070518200751e-15,-1.4210854715202004e-13,-4.547473508864641e-13,1.1368683772161603e-13,-6.821210263296962e-13,-2.7284841053187847e-12,3.552713678800501e-15,1.4210854715202004e-14,-4.661160346586257e-12,5.684341886080802e-14,-4.547473508864641e-13,0.0,0.0,9.094947017729282e-13,1.3642420526593924e-12,2.5011104298755527e-12,1cet
37,-2.6645352591003757e-15,-3.552713678800501e-15,0.0,6.139089236967266e-12,3.552713678800501e-15,3.268496584496461e-13,-4.547473508864641e-13,-6.963318810448982e-13,-5.115907697472721e-12,-1.1368683772161603e-13,7.105427357601002e-15,5.684341886080802e-14,4.092726157978177e-12,3.979039320256561e-13,0.0,-3.183231456205249e-12,0.0,-9.094947017729282e-13,1.3642420526593924e-12,0.0,1iih
38,-4.6629367034256575e-15,4.884981308350689e-15,-2.007283228522283e-13,8.810729923425242e-12,2.1538326677728037e-14,1.5987211554602254e-14,-2.0747847884194925e-12,-3.588240815588506e-13,9.041656312547275e-13,1.3840040224977201e-12,-7.66053886991358e-15,3.8191672047105385e-14,-1.8545165403338615e-12,-1.6553425297161084e-13,7.336353746723034e-13,-2.258748743599881e-12,-1.3035683643636276e-12,-4.440892098500626e-15,6.918909889463976e-13,9.015010959956271e-13,1ugp
39,-4.996003610813204e-16,-3.774758283725532e-15,7.780442956573097e-13,-3.815614491031738e-12,-4.884981308350689e-15,3.597122599785507e-14,4.121147867408581e-13,2.5224267119483557e-13,-1.4480860954790842e-11,-4.831690603168681e-12,3.0531133177191805e-15,6.17284001691587e-14,2.2382096176443156e-13,-1.652011860642233e-13,-6.687983500341943e-13,2.7853275241795927e-12,-9.556799795973347e-13,9.805489753489383e-13,5.5280224842135794e-12,-6.323830348264892e-13,2fkf
40,-1.1102230246251565e-15,-2.6645352591003757e-15,-7.105427357601002e-14,2.8421709430404007e-13,2.6645352591003757e-15,-7.105427357601002e-15,0.0,1.1723955140041653e-13,1.4210854715202004e-13,1.0231815394945443e-12,4.440892098500626e-15,9.947598300641403e-14,6.30961949354969e-12,-7.105427357601002e-15,0.0,0.0,5.684341886080802e-14,0.0,-1.1368683772161603e-13,1.1368683772161603e-13,1tng
41,6.661338147750939e-16,-8.881784197001252e-15,1.3500311979441904e-13,6.821210263296962e-12,0.0,-4.973799150320701e-14,5.684341886080802e-14,-2.7355895326763857e-13,-3.410605131648481e-13,-1.2505552149377763e-12,3.552713678800501e-15,1.0658141036401503e-13,-3.694822225952521e-13,3.552713678800501e-15,0.0,-4.348521542851813e-12,9.592326932761353e-14,1.1368683772161603e-13,-1.1368683772161603e-13,-1.8474111129762605e-12,2br6
42,-1.6653345369377348e-16,0.0,4.334310688136611e-13,-2.0463630789890885e-12,0.0,2.4158453015843406e-13,3.183231456205249e-12,-5.968558980384842e-13,-2.2737367544323206e-12,-5.4569682106375694e-12,3.219646771412954e-15,-2.220446049250313e-13,4.831690603168681e-13,7.105427357601002e-15,9.094947017729282e-13,4.547473508864641e-13,-1.7719159473017498e-13,4.227729277772596e-12,1.4210854715202004e-14,2.4780177909633494e-12,1ws4
43,1.1102230246251565e-15,1.7763568394002505e-15,-2.1316282072803006e-13,-3.0127011996228248e-12,1.509903313490213e-14,0.0,-2.5295321393059567e-12,-1.0658141036401503e-13,-2.0463630789890885e-12,-9.947598300641403e-13,8.881784197001252e-16,-2.4158453015843406e-13,1.0800249583553523e-12,9.592326932761353e-14,-4.263256414560601e-14,-2.842170943040401e-14,2.3092638912203256e-14,-7.958078640513122e-13,-6.252776074688882e-13,2.842170943040401e-14,1utm
44,-1.6653345369377348e-16,1.3322676295501878e-15,-4.547473508864641e-13,-2.0463630789890885e-12,-5.329070518200751e-15,9.947598300641403e-14,-3.410605131648481e-13,1.1368683772161603e-13,-2.2737367544323206e-12,2.7284841053187847e-12,7.327471962526033e-15,5.329070518200751e-15,0.0,1.1723955140041653e-13,-9.663381206337363e-13,-1.1368683772161603e-13,-4.6629367034256575e-14,-5.25091081726714e-12,1.0089706847793423e-12,7.098321930243401e-12,1ws5
45,-2.220446049250313e-16,2.6645352591003757e-15,6.750155989720952e-14,6.714628852932947e-13,5.329070518200751e-15,1.0658141036401503e-14,1.9753088054130785e-12,1.6342482922482304e-13,-9.521272659185342e-13,-1.8189894035458565e-12,-1.2434497875801753e-14,1.0302869668521453e-13,-1.4281908988778014e-12,1.2789769243681803e-13,-3.126388037344441e-13,5.684341886080802e-14,1.4210854715202004e-14,1.1652900866465643e-12,-2.6147972675971687e-12,-5.684341886080801e-13,1uj5
46,8.881784197001252e-16,-1.7763568394002505e-15,-1.3073986337985843e-12,-4.376943252282217e-12,-3.1086244689504383e-15,-2.1316282072803006e-14,1.4921397450962104e-12,6.163958232718869e-13,1.5063505998114124e-12,-1.5276668818842154e-13,-5.329070518200751e-15,1.8474111129762605e-13,-2.8421709430404007e-13,-2.4868995751603507e-14,-3.979039320256561e-13,-2.0037305148434825e-12,-5.684341886080802e-14,-6.59383658785373e-12,3.780087354243733e-12,1.2505552149377763e-12,1uj6
47,-2.3592239273284576e-16,-2.042810365310288e-14,-1.0302869668521453e-13,-1.1027623258996755e-11,1.4654943925052066e-14,4.707345624410664e-14,-3.126388037344441e-13,-4.818367926873179e-13,3.609557097661309e-12,-9.086065233532281e-12,-6.661338147750939e-16,-1.212363542890671e-13,-1.270095140171179e-13,1.4666046155298318e-13,1.4983569940341113e-12,-1.1590728377086634e-13,8.881784197001252e-15,2.886579864025407e-13,1.6757706333692113e-12,-1.5072387782311125e-12,1y1z
48,3.1086244689504383e-15,2.220446049250313e-16,-5.098144129078719e-13,1.2718714970105793e-11,1.8118839761882555e-13,-8.526512829121202e-14,-1.0913936421275139e-11,-3.410605131648481e-13,-6.707523425575346e-12,-2.637534635141492e-11,-7.105427357601002e-15,1.0658141036401503e-13,2.2168933355715126e-12,-1.1368683772161603e-13,-5.684341886080801e-13,5.820766091346741e-11,-1.1937117960769683e-12,-3.524291969370097e-12,1.0913936421275139e-11,1.8189894035458565e-11,1pu8
49,4.884981308350689e-15,6.217248937900877e-15,6.750155989720952e-13,1.1368683772161603e-12,-4.440892098500626e-15,6.750155989720952e-13,5.5138116294983774e-12,-5.329070518200751e-13,-4.433786671143025e-12,1.5191403690550942e-11,-6.161737786669619e-15,3.9745984281580604e-14,-7.709388682997087e-13,-4.8183679268731794e-14,-8.704148513061227e-14,-1.7614354419492884e-11,1.20570220474292e-13,-2.3874235921539366e-12,1.4921397450962104e-13,-2.3766544288150726e-12,1e6q
50,6.661338147750939e-16,0.0,-9.094947017729282e-13,-7.275957614183426e-12,1.0658141036401503e-14,0.0,-1.4551915228366852e-11,3.979039320256561e-13,-2.3646862246096134e-11,-9.640643838793039e-11,-1.4210854715202004e-14,2.2737367544323206e-13,-3.637978807091713e-11,5.684341886080801e-13,-1.8189894035458565e-12,1.2732925824820995e-11,2.8421709430404007e-13,-2.1827872842550278e-11,-4.547473508864641e-12,6.730260793119669e-11,1ro7
51,0.0,-7.105427357601002e-15,-1.4210854715202004e-14,-1.0231815394945443e-12,-3.552713678800501e-15,1.2789769243681803e-13,-3.410605131648481e-13,8.100187187665142e-13,-1.9326762412674725e-12,5.684341886080802e-14,-7.105427357601002e-15,-2.2737367544323206e-13,6.59383658785373e-12,-2.5579538487363607e-13,2.2737367544323206e-13,-5.684341886080801e-13,1.7053025658242404e-13,4.547473508864641e-13,5.002220859751105e-12,-1.8189894035458565e-12,6tim
52,2.220446049250313e-16,1.3322676295501878e-14,-2.6645352591003757e-15,2.2790658249505213e-12,5.329070518200751e-15,-6.394884621840902e-14,-2.8421709430404007e-12,8.526512829121202e-14,5.684341886080801e-13,-2.2737367544323206e-13,4.440892098500626e-16,7.105427357601002e-14,0.0,-9.237055564881302e-14,-2.5011104298755527e-12,2.1600499167107046e-12,-4.46753745109163e-13,-3.623767952376511e-13,3.268496584496461e-13,-4.68247662865906e-12,1br6
53,-1.6930901125533637e-15,-3.1086244689504383e-15,6.838973831690964e-13,2.5863755581667647e-12,1.9984014443252818e-15,2.5135449277513544e-13,5.158540261618327e-12,-9.681144774731365e-13,3.652189661806915e-12,2.8848035071860068e-12,2.3148150063434514e-14,-1.7541523789077473e-13,1.9895196601282805e-13,-9.547918011776346e-14,-2.842170943040401e-14,6.938449814697378e-12,-1.822986206434507e-13,-1.412203687323199e-13,-1.2669865157022286e-12,8.964828879243214e-12,1e6s
54,2.4424906541753444e-15,3.552713678800501e-15,-4.263256414560601e-13,4.547473508864641e-13,-3.552713678800501e-15,6.821210263296962e-13,-5.6843418860808015e-12,2.4868995751603507e-13,-2.8421709430404007e-13,1.8758328224066645e-12,-7.105427357601002e-14,1.1368683772161603e-13,-6.366462912410498e-12,2.5579538487363607e-13,-7.275957614183426e-12,-3.524291969370097e-12,-4.547473508864641e-13,9.094947017729282e-13,-4.547473508864641e-13,2.000888343900442e-11,1ew9
55,-2.3148150063434514e-14,-3.8191672047105385e-14,-1.4225065569917206e-11,2.8194335754960775e-11,-2.275957200481571e-14,5.222489107836736e-13,-4.945377440890297e-12,-4.298783551348606e-12,-7.958078640513122e-12,-3.723243935382925e-11,-1.2878587085651816e-14,-1.5702994460298214e-12,-2.5920599000528455e-11,6.3788974102862994e-12,1.0260237104375847e-11,1.0444978215673473e-11,7.30082660993503e-12,2.5579538487363607e-12,-6.181721801112872e-12,1.864464138634503e-11,1k1y
56,4.440892098500626e-15,-1.7763568394002505e-15,-1.899813639738568e-12,1.1661782650662644e-11,0.0,-4.192202140984591e-13,5.684341886080801e-13,-2.3590018827235326e-12,-2.376054908381775e-11,-2.9558577807620168e-12,-1.7763568394002505e-15,5.684341886080802e-14,1.1226575225009583e-12,-1.1652900866465643e-12,1.3073986337985843e-12,-1.1368683772161603e-12,1.8758328224066645e-12,7.787548383930698e-12,0.0,-7.275957614183426e-12,1tog
57,2.220446049250313e-16,0.0,-3.268496584496461e-13,2.2737367544323206e-13,2.220446049250313e-16,5.595524044110789e-14,2.842170943040401e-14,-2.2071233729548112e-13,1.0658141036401503e-14,-1.865174681370263e-14,1.7763568394002505e-15,7.105427357601002e-15,3.410605131648481e-13,1.7763568394002505e-15,1.3500311979441904e-13,1.0871303857129533e-12,-9.237055564881302e-14,-7.389644451905042e-13,2.4300561562995426e-12,-3.609557097661309e-12,1v2j
