,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,PDB_IDs
10,1.3322676295501878e-15,-2.220446049250313e-14,-2.842170943040401e-14,1.7763568394002505e-15,-5.684341886080802e-14,4.263256414560601e-14,1.5987211554602254e-14,2.7711166694643907e-13,0.0,-4.689582056016661e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.10702591327572e-15,-4.440892098500626e-15,3.552713678800501e-15,3.552713678800501e-15,3.907985046680551e-14,4.973799150320701e-14,-4.440892098500626e-15,-1.2434497875801753e-14,8.881784197001252e-14,1.305622276959184e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1tnl
11,-8.881784197001252e-16,1.3322676295501878e-15,-9.237055564881302e-14,-4.3298697960381105e-15,-8.43769498715119e-15,1.0400014183176154e-13,-8.881784197001252e-16,5.3290705182007514e-14,1.894040480010517e-13,-3.552713678800501e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,-4.440892098500626e-16,0.0,2.6645352591003757e-15,2.842170943040401e-14,8.526512829121202e-14,2.4424906541753444e-15,0.0,-3.552713678800501e-15,-6.217248937900877e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.992007221626409e-16,-1.7763568394002505e-14,-2.842170943040401e-14,1.5987211554602254e-14,5.684341886080802e-14,-8.526512829121202e-14,4.884981308350689e-15,-2.842170943040401e-14,-5.1514348342607263e-14,-1.532107773982716e-14,-3.95516952522712e-16,-9.992007221626409e-16,-1.0658141036401503e-14,1.4432899320127035e-15,-1.7763568394002505e-15,8.881784197001252e-16,2.7755575615628914e-16,-1.199040866595169e-14,-3.1086244689504383e-15,1.199040866595169e-14,1f2p
12,-3.4416913763379853e-15,-8.881784197001252e-16,5.684341886080802e-14,3.3306690738754696e-16,3.8968828164342995e-14,3.490541189421492e-13,-4.440892098500626e-16,1.7763568394002505e-14,1.1191048088221578e-13,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3306690738754696e-16,-3.9968028886505635e-15,-1.4210854715202004e-14,5.329070518200751e-15,2.1316282072803006e-14,1.4210854715202004e-13,-5.773159728050814e-15,3.552713678800501e-15,-9.592326932761353e-14,-7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7763568394002505e-15,-2.6645352591003757e-15,-4.263256414560601e-14,-2.042810365310288e-14,-4.263256414560601e-14,8.526512829121202e-14,1.9984014443252818e-15,3.197442310920451e-14,1.7763568394002505e-15,-2.7977620220553945e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1f2o
13,0.0,1.7763568394002505e-15,-9.237055564881302e-14,8.881784197001252e-16,1.4210854715202004e-14,1.2079226507921703e-13,-5.329070518200751e-15,-6.394884621840902e-14,7.105427357601002e-15,4.973799150320701e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1086244689504383e-15,-8.881784197001252e-15,-4.263256414560601e-14,1.5987211554602254e-14,6.039613253960852e-14,-1.1901590823981678e-13,-1.9984014443252818e-14,-5.861977570020827e-14,2.842170943040401e-14,8.348877145181177e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1tnj
14,4.996003610813204e-16,3.108624468950438e-14,1.9042545318370685e-12,-2.55351295663786e-15,-3.4994229736184934e-13,3.623767952376511e-13,-4.440892098500626e-15,-4.263256414560601e-14,5.666578317686799e-13,2.6290081223123707e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.992007221626409e-16,7.327471962526033e-15,-3.730349362740526e-14,1.4210854715202004e-14,0.0,-1.7763568394002505e-13,-2.1760371282653068e-14,9.947598300641403e-14,2.2737367544323206e-13,2.6290081223123707e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.27675647831893e-15,-2.0539125955565396e-14,-2.353672812205332e-14,-1.687538997430238e-14,-2.6645352591003757e-14,-2.913225216616411e-13,-1.0658141036401503e-14,-9.414691248821327e-14,2.8421709430404007e-13,2.842170943040401e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1jfh
15,1.1102230246251565e-16,-1.7763568394002505e-15,-7.105427357601002e-14,6.6058269965196814e-15,-5.6288307348495437e-14,4.04121180963557e-14,-4.440892098500626e-16,0.0,1.425526363618701e-13,8.881784197001252e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.220446049250313e-16,-1.3322676295501878e-15,0.0,-4.884981308350689e-15,1.0658141036401503e-14,1.8829382497642655e-13,-6.050715484207103e-15,-5.5067062021407764e-14,-1.4210854715202004e-14,8.992806499463768e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1qq9
16,-7.105427357601002e-15,1.1368683772161603e-13,0.0,0.0,3.637978807091713e-12,1.8189894035458565e-12,-2.842170943040401e-14,0.0,-9.094947017729282e-13,1.2732925824820995e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.329070518200751e-15,1.1368683772161603e-13,9.094947017729282e-13,-3.552713678800501e-15,6.821210263296962e-13,-5.684341886080802e-14,-1.2434497875801753e-14,0.0,3.126388037344441e-13,-1.5631940186722204e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1njj
17,-2.1094237467877974e-15,3.108624468950438e-14,-9.308109838457312e-13,5.3290705182007514e-14,8.526512829121202e-14,-7.958078640513122e-13,3.108624468950438e-14,-5.435651928564766e-13,1.0658141036401503e-12,-6.110667527536862e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.552713678800501e-14,5.968558980384842e-13,-1.7763568394002505e-15,-4.618527782440651e-14,1.4477308241112041e-13,6.217248937900877e-15,2.8421709430404007e-13,1.341149413747189e-13,1.5631940186722204e-13,-8.881784197001252e-16,-3.552713678800501e-15,0.0,1.3322676295501878e-15,2.4868995751603507e-14,-1.0658141036401503e-13,0.0,-1.9895196601282805e-13,-2.842170943040401e-14,0.0,1uxb
18,3.7192471324942744e-15,6.661338147750939e-15,-2.7711166694643907e-13,1.7763568394002505e-15,8.526512829121202e-14,4.973799150320701e-13,-7.549516567451064e-15,0.0,-1.7053025658242404e-13,5.400124791776761e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.938893903907228e-15,-7.438494264988549e-15,1.7741363933510002e-13,-1.965094753586527e-14,-1.376676550535194e-13,1.496580637194711e-13,-3.652633751016765e-14,-7.993605777301127e-15,-1.900701818158268e-13,-3.126388037344441e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1x8d
19,1.8346435481930712e-14,-4.440892098500626e-15,7.503331289626658e-12,5.284661597215745e-14,-3.481659405224491e-13,-6.190603585309873e-13,2.7533531010703882e-14,8.100187187665142e-13,8.881784197001252e-14,-8.810729923425242e-13,-2.398081733190338e-14,3.9968028886505635e-14,-3.6859404417555197e-13,-6.09512440519211e-14,-6.856737400084967e-13,1.2079226507921703e-12,4.973799150320701e-14,4.263256414560601e-13,-1.0906830993917538e-12,-1.3642420526593924e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1icj
20,1.1379786002407855e-15,-3.552713678800501e-15,1.7763568394002505e-14,1.687538997430238e-14,-1.0658141036401503e-13,1.5631940186722204e-13,1.3433698597964394e-14,-8.79296635503124e-14,-4.973799150320701e-14,-1.361133428190442e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.304512053934559e-15,1.5265566588595902e-15,5.3734794391857577e-14,8.049116928532385e-15,-6.794564910705958e-14,4.0589753780295723e-13,3.1086244689504383e-15,-1.0130785099704553e-13,4.8405723873656825e-14,-2.575717417130363e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2aac
21,3.1086244689504383e-15,0.0,-7.958078640513122e-13,-1.0658141036401503e-14,0.0,-4.263256414560601e-13,-2.1316282072803006e-14,1.7053025658242404e-13,0.0,-9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,-1.0658141036401503e-14,-3.979039320256561e-13,0.0,0.0,0.0,-3.1086244689504383e-15,2.842170943040401e-14,1.4210854715202004e-14,-2.3092638912203256e-14,1ew8
22,6.772360450213455e-15,-8.881784197001252e-16,-7.700506898800086e-13,2.1316282072803006e-14,7.815970093361102e-13,-7.389644451905042e-13,0.0,9.237055564881302e-14,5.968558980384842e-13,-5.400124791776761e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1657341758564144e-15,-3.019806626980426e-14,-5.542233338928781e-13,-6.217248937900877e-15,-1.9539925233402755e-13,3.375077994860476e-14,-8.881784197001252e-16,9.237055564881302e-14,-5.329070518200751e-15,7.105427357601002e-14,-4.440892098500626e-16,1.0658141036401503e-14,-4.547473508864641e-13,5.329070518200751e-15,-3.552713678800501e-14,-3.552713678800501e-15,-1.7763568394002505e-15,2.842170943040401e-14,8.171241461241152e-14,-1.9895196601282805e-13,1uxa
23,1.7763568394002505e-15,-7.105427357601002e-15,-3.410605131648481e-13,-1.7763568394002505e-15,-9.947598300641403e-14,-8.668621376273222e-13,-1.8207657603852567e-14,-9.272582701669307e-13,-1.0658141036401503e-14,2.5579538487363607e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.687538997430238e-14,-4.440892098500626e-15,1.8474111129762605e-13,2.6645352591003757e-14,3.694822225952521e-13,-2.8421709430404007e-13,-5.329070518200751e-15,3.979039320256561e-13,2.8421709430404007e-13,9.947598300641403e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.106226635438361e-16,1.1102230246251565e-15,7.105427357601002e-14,-9.547918011776346e-15,-6.750155989720952e-14,4.618527782440651e-14,-5.551115123125783e-15,-1.021405182655144e-13,5.400124791776761e-13,1.5187850976872141e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.661338147750939e-16,-3.552713678800501e-15,0.0,-2.842170943040401e-14,2.842170943040401e-14,0.0,-7.105427357601002e-15,-1.7053025658242404e-13,1.7053025658242404e-13,5.684341886080802e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3877787807814457e-17,0.0,0.0,-3.3306690738754696e-16,-2.6645352591003757e-15,1.9539925233402755e-14,7.771561172376096e-16,5.329070518200751e-15,-1.9539925233402755e-14,7.993605777301127e-15,1m0o
